Opera Cake,Cherry Tart,Apricot Danish,,,,,
Chocolate Cake,Coffee Eclair,Blackberry Tart,Cherry Soda,,,,
Truffle Cake,Gongolais Cookie,Almond Croissant,,,,,
Chocolate Tart,,,,,,,
Coffee Eclair,Almond Tart,Blackberry Tart,Lemon Lemonade,Cherry Soda,,,
Apple Tart,Chocolate Meringue,Apple Croissant,Apple Danish,,,,
Berry Tart,Apricot Croissant,Bottled Water,,,,,
Strawberry Cake,Napoleon Cake,,,,,,
Lemon Cake,Lemon Lemonade,Bottled Water,,,,,
Casino Cake,Chocolate Tart,Vanilla Meringue,Apricot Danish,Raspberry Lemonade,,,
Chocolate Coffee,Cherry Soda,,,,,,
Lemon Cake,Casino Cake,Truffle Cake,Blueberry Tart,Lemon Tart,Walnut Cookie,,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Chocolate Tart,Gongolais Cookie,Vanilla Frappuccino,,,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Pecan Tart,Ganache Cookie,Almond Croissant,Vanilla Frappuccino,,,,
Casino Cake,Apricot Tart,Berry Tart,Chocolate Tart,Raspberry Cookie,Bottled Water,Hot Coffee,Chocolate Coffee
Chocolate Cake,Almond Tart,,,,,,
Chocolate Cake,Opera Cake,Apple Danish,,,,,
Opera Cake,Strawberry Cake,Raspberry Cookie,Lemon Cookie,,,,
Chocolate Cake,Berry Tart,Cherry Tart,Apricot Croissant,Bottled Water,Hot Coffee,,
Truffle Cake,Cherry Soda,,,,,,
Cheese Croissant,Orange Juice,,,,,,
Lemon Cake,Berry Tart,Ganache Cookie,Chocolate Meringue,Vanilla Meringue,Blueberry Danish,Chocolate Coffee,
Chocolate Cake,Opera Cake,Chocolate Coffee,,,,,
Lemon Cake,Lemon Tart,Cheese Croissant,,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,,,,
Coffee Eclair,Vanilla Eclair,Apple Croissant,Apricot Danish,Orange Juice,,,
Berry Tart,Bottled Water,,,,,,
Truffle Cake,Vanilla Eclair,Napoleon Cake,Gongolais Cookie,Raspberry Cookie,Almond Croissant,,
Lemon Cake,,,,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,,,,
Strawberry Cake,Marzipan Cookie,Tuile Cookie,Vanilla Frappuccino,,,,
Coffee Eclair,Almond Croissant,,,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Apple Pie,Apple Croissant,Lemon Lemonade,Orange Juice,,,,
Lemon Tart,Green Tea,,,,,,
Lemon Cake,Truffle Cake,Gongolais Cookie,Vanilla Frappuccino,,,,
Casino Cake,Strawberry Cake,Apple Tart,Walnut Cookie,Almond Croissant,Orange Juice,Chocolate Coffee,Vanilla Frappuccino
Casino Cake,Cherry Tart,Pecan Tart,Walnut Cookie,Almond Bear Claw,Blueberry Danish,Lemon Lemonade,Raspberry Lemonade
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Chocolate Eclair,Coffee Eclair,Blackberry Tart,Almond Croissant,Chocolate Coffee,Single Espresso,,
Almond Tart,Tuile Cookie,Almond Croissant,Blueberry Danish,Green Tea,Bottled Water,Chocolate Coffee,
Strawberry Cake,Raspberry Cookie,Marzipan Cookie,Tuile Cookie,Hot Coffee,,,
Cheese Croissant,Almond Bear Claw,Hot Coffee,,,,,
Berry Tart,Tuile Cookie,Bottled Water,,,,,
Truffle Cake,Cherry Tart,Gongolais Cookie,,,,,
Chocolate Cake,,,,,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Chocolate Eclair,Cherry Tart,Walnut Cookie,Chocolate Coffee,,,,
Truffle Cake,Pecan Tart,Cheese Croissant,,,,,
Coffee Eclair,Pecan Tart,Ganache Cookie,Marzipan Cookie,Tuile Cookie,Blueberry Danish,Cherry Soda,
Coffee Eclair,Blackberry Tart,Chocolate Meringue,Single Espresso,,,,
Chocolate Meringue,,,,,,,
Berry Tart,Bottled Water,,,,,,
Truffle Cake,Vanilla Eclair,,,,,,
Casino Cake,Marzipan Cookie,Chocolate Coffee,,,,,
Coffee Eclair,Blackberry Tart,Raspberry Lemonade,Green Tea,Single Espresso,,,
Truffle Cake,Coffee Eclair,Almond Tart,Apple Tart,Tuile Cookie,,,
Strawberry Cake,Truffle Cake,Lemon Tart,Gongolais Cookie,Apricot Croissant,Single Espresso,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Truffle Cake,Apple Tart,Almond Bear Claw,Single Espresso,,,,
Strawberry Cake,Berry Tart,Bottled Water,,,,,
Raspberry Cookie,,,,,,,
Ganache Cookie,Almond Twist,Cherry Soda,,,,,
Marzipan Cookie,Tuile Cookie,,,,,,
Chocolate Cake,Casino Cake,Apple Tart,Blueberry Tart,Apricot Croissant,Hot Coffee,Vanilla Frappuccino,
Berry Tart,Marzipan Cookie,Bottled Water,,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Raspberry Cookie,Blueberry Danish,Chocolate Coffee,,,,,
Cherry Tart,Lemon Tart,Apricot Danish,Almond Bear Claw,Raspberry Lemonade,,,
Chocolate Tart,Lemon Lemonade,,,,,,
Lemon Cake,Vanilla Eclair,Chocolate Meringue,Cheese Croissant,Cherry Soda,,,
Strawberry Cake,Lemon Cookie,Hot Coffee,,,,,
Gongolais Cookie,Lemon Cookie,Almond Twist,Orange Juice,,,,
Almond Croissant,Chocolate Croissant,,,,,,
Chocolate Tart,Pecan Tart,Vanilla Frappuccino,,,,,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Orange Juice,Vanilla Frappuccino,,,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Lemon Cake,Chocolate Eclair,Blueberry Tart,Lemon Tart,Apple Danish,,,
Almond Twist,,,,,,,
Lemon Cake,Blueberry Tart,Cherry Tart,Chocolate Meringue,Apple Croissant,Raspberry Lemonade,Hot Coffee,
Lemon Cake,Apple Tart,Chocolate Tart,Lemon Tart,,,,
Apple Pie,Apricot Tart,,,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Chocolate Tart,Cherry Tart,Walnut Cookie,Hot Coffee,,,,
Strawberry Cake,Napoleon Cake,,,,,,
Coffee Eclair,Apple Tart,Blackberry Tart,Pecan Tart,Walnut Cookie,Orange Juice,Bottled Water,
Gongolais Cookie,Apricot Croissant,Blueberry Danish,Bottled Water,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Chocolate Eclair,Apple Pie,Berry Tart,,,,,
Blueberry Tart,Ganache Cookie,Vanilla Meringue,Apricot Danish,Vanilla Frappuccino,Cherry Soda,,
Cheese Croissant,Apricot Danish,Orange Juice,,,,,
Lemon Cake,Napoleon Cake,Lemon Tart,Almond Twist,Bottled Water,Vanilla Frappuccino,,
Walnut Cookie,Almond Bear Claw,Single Espresso,,,,,
Strawberry Cake,Napoleon Cake,,,,,,
Lemon Cake,Vanilla Eclair,Lemon Tart,Almond Bear Claw,,,,
Pecan Tart,Blueberry Danish,,,,,,
Coffee Eclair,Blackberry Tart,Blueberry Tart,,,,,
Lemon Cake,Coffee Eclair,Napoleon Cake,Pecan Tart,Gongolais Cookie,Almond Croissant,Apple Danish,Chocolate Coffee
Strawberry Cake,Truffle Cake,Vanilla Meringue,,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Berry Tart,Almond Twist,,,,,,
Marzipan Cookie,Tuile Cookie,Apple Danish,,,,,
Blueberry Tart,Ganache Cookie,Apricot Croissant,Chocolate Croissant,Cherry Soda,,,
Chocolate Meringue,Green Tea,,,,,,
Casino Cake,Almond Tart,Cherry Soda,,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Truffle Cake,Gongolais Cookie,Lemon Cookie,Chocolate Coffee,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Chocolate Cake,Apricot Croissant,,,,,,
Truffle Cake,Gongolais Cookie,Raspberry Lemonade,,,,,
Berry Tart,Bottled Water,,,,,,
Casino Cake,Vanilla Eclair,Green Tea,,,,,
Lemon Tart,Apple Danish,,,,,,
Raspberry Cookie,Apricot Croissant,Green Tea,,,,,
Apple Danish,,,,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Lemon Cake,Apple Pie,Apple Danish,,,,,
Lemon Cake,Casino Cake,Truffle Cake,,,,,
Chocolate Tart,Lemon Tart,Chocolate Coffee,,,,,
Lemon Cake,Strawberry Cake,Napoleon Cake,Single Espresso,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Opera Cake,Coffee Eclair,Vanilla Meringue,Chocolate Croissant,,,,
Apple Tart,Lemon Cookie,Almond Croissant,Apple Danish,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Chocolate Cake,Lemon Cake,Truffle Cake,,,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Chocolate Meringue,Apricot Croissant,Almond Bear Claw,,,,,
Napoleon Cake,Walnut Cookie,Cheese Croissant,Orange Juice,,,,
Blackberry Tart,Lemon Tart,,,,,,
Apricot Tart,Berry Tart,Lemon Tart,Bottled Water,Chocolate Coffee,Vanilla Frappuccino,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Raspberry Lemonade,,,,,,,
Lemon Cake,Cherry Tart,Lemon Tart,Almond Croissant,Lemon Lemonade,Hot Coffee,,
Lemon Cake,Cherry Tart,Apple Danish,Almond Twist,Single Espresso,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Chocolate Cake,Cherry Tart,Vanilla Meringue,Apple Croissant,,,,
Strawberry Cake,Coffee Eclair,Vanilla Eclair,Apricot Tart,,,,
Almond Croissant,Cheese Croissant,Almond Bear Claw,Orange Juice,Single Espresso,,,
Chocolate Cake,Chocolate Eclair,Apple Pie,Ganache Cookie,Vanilla Meringue,Apple Danish,,
Chocolate Cake,Casino Cake,Raspberry Cookie,Cheese Croissant,Chocolate Coffee,,,
Apple Croissant,Apple Danish,Almond Twist,Cherry Soda,,,,
Strawberry Cake,Napoleon Cake,,,,,,
Chocolate Cake,Lemon Tart,Walnut Cookie,,,,,
Blueberry Tart,Lemon Tart,Apple Croissant,Apricot Croissant,Blueberry Danish,Hot Coffee,,
Apricot Tart,Gongolais Cookie,Almond Croissant,Apricot Danish,,,,
Opera Cake,Cherry Tart,Apricot Danish,Apple Danish,Hot Coffee,,,
Coffee Eclair,Apple Tart,Lemon Tart,Chocolate Meringue,Apple Croissant,Apricot Danish,Apple Danish,
Marzipan Cookie,Almond Twist,Blueberry Danish,Lemon Lemonade,Bottled Water,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Truffle Cake,Almond Tart,Lemon Cookie,Chocolate Meringue,Tuile Cookie,Chocolate Coffee,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Blackberry Tart,Ganache Cookie,,,,,,
Strawberry Cake,Napoleon Cake,Apricot Danish,Single Espresso,,,,
Blackberry Tart,Gongolais Cookie,,,,,,
Opera Cake,Cherry Tart,Raspberry Cookie,Apricot Danish,Single Espresso,,,
Casino Cake,Blueberry Tart,Almond Bear Claw,,,,,
Almond Bear Claw,,,,,,,
Apple Pie,Apricot Tart,Marzipan Cookie,Tuile Cookie,,,,
Lemon Cake,Lemon Tart,,,,,,
Coffee Eclair,Apple Tart,Blackberry Tart,Lemon Lemonade,,,,
Marzipan Cookie,Apple Croissant,,,,,,
Truffle Cake,Tuile Cookie,,,,,,
Blackberry Tart,Pecan Tart,Orange Juice,,,,,
Chocolate Tart,Cherry Tart,Lemon Tart,Ganache Cookie,Walnut Cookie,Apple Croissant,Apple Danish,Vanilla Frappuccino
Lemon Cake,Orange Juice,Chocolate Coffee,,,,,
Lemon Cake,Chocolate Tart,Apple Croissant,,,,,
Marzipan Cookie,Tuile Cookie,,,,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Blueberry Tart,Chocolate Meringue,Apricot Croissant,Hot Coffee,,,,
Truffle Cake,Gongolais Cookie,Green Tea,,,,,
Truffle Cake,Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,
Lemon Cookie,Marzipan Cookie,Lemon Lemonade,,,,,
Blackberry Tart,Marzipan Cookie,Almond Croissant,Chocolate Croissant,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Casino Cake,Apple Danish,Hot Coffee,,,,,
Truffle Cake,Chocolate Meringue,Chocolate Coffee,,,,,
Almond Croissant,,,,,,,
Berry Tart,Lemon Lemonade,,,,,,
Apricot Tart,Cheese Croissant,Orange Juice,,,,,
Opera Cake,Raspberry Lemonade,,,,,,
Cheese Croissant,Orange Juice,Chocolate Coffee,,,,,
Vanilla Eclair,Chocolate Tart,Cherry Tart,Orange Juice,,,,
Coffee Eclair,Apple Tart,Pecan Tart,,,,,
Cheese Croissant,Orange Juice,,,,,,
Berry Tart,Blackberry Tart,Blueberry Tart,Ganache Cookie,Blueberry Danish,,,
Green Tea,,,,,,,
Apple Tart,Blueberry Tart,Orange Juice,,,,,
Casino Cake,Apple Pie,Chocolate Coffee,,,,,
Apple Tart,Ganache Cookie,Almond Croissant,,,,,
Vanilla Eclair,Cheese Croissant,Lemon Lemonade,,,,,
Cheese Croissant,Orange Juice,,,,,,
Truffle Cake,Gongolais Cookie,,,,,,
Berry Tart,Ganache Cookie,Apple Danish,,,,,
Strawberry Cake,Marzipan Cookie,Tuile Cookie,,,,,
Blueberry Tart,Chocolate Tart,Apple Croissant,Apricot Croissant,Chocolate Croissant,Almond Bear Claw,Hot Coffee,Vanilla Frappuccino
Chocolate Cake,Lemon Tart,Vanilla Meringue,,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Berry Tart,Blackberry Tart,Raspberry Cookie,Apricot Danish,,,,
Chocolate Cake,,,,,,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Marzipan Cookie,Tuile Cookie,Bottled Water,,,,,
Coffee Eclair,Napoleon Cake,Blackberry Tart,Single Espresso,,,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Coffee Eclair,Orange Juice,Green Tea,Hot Coffee,,,,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Walnut Cookie,Cheese Croissant,Orange Juice,,,,,
Coffee Eclair,Blackberry Tart,Cherry Soda,Single Espresso,,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Berry Tart,Cherry Tart,Raspberry Lemonade,,,,,
Blueberry Tart,Apricot Croissant,,,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Gongolais Cookie,,,,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Casino Cake,Chocolate Croissant,,,,,,
Truffle Cake,Gongolais Cookie,Chocolate Coffee,,,,,
Truffle Cake,Gongolais Cookie,Apple Croissant,,,,,
Strawberry Cake,Apricot Tart,Hot Coffee,Single Espresso,,,,
Chocolate Croissant,,,,,,,
Marzipan Cookie,Tuile Cookie,Raspberry Lemonade,Single Espresso,,,,
Tuile Cookie,Lemon Lemonade,,,,,,
Chocolate Tart,Blueberry Danish,Lemon Lemonade,,,,,
Berry Tart,Cherry Tart,Lemon Cookie,Apple Croissant,Lemon Lemonade,Bottled Water,,
Casino Cake,Apple Tart,Walnut Cookie,Vanilla Frappuccino,,,,
Chocolate Eclair,Vanilla Eclair,Chocolate Croissant,Apricot Danish,,,,
Gongolais Cookie,Cheese Croissant,Orange Juice,,,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Cheese Croissant,Orange Juice,,,,,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Blackberry Tart,Raspberry Cookie,,,,,,
Napoleon Cake,Blackberry Tart,Chocolate Tart,Apricot Danish,,,,
Pecan Tart,Marzipan Cookie,Tuile Cookie,Almond Croissant,Blueberry Danish,,,
Apple Tart,Apple Croissant,Cheese Croissant,,,,,
Coffee Eclair,Napoleon Cake,Pecan Tart,,,,,
Blackberry Tart,Orange Juice,,,,,,
Chocolate Cake,Strawberry Cake,Blackberry Tart,Raspberry Cookie,Raspberry Lemonade,,,
Truffle Cake,Ganache Cookie,,,,,,
Lemon Tart,Orange Juice,,,,,,
Chocolate Cake,Casino Cake,Blueberry Danish,Chocolate Coffee,,,,
Opera Cake,Strawberry Cake,Napoleon Cake,,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Marzipan Cookie,Tuile Cookie,,,,,,
Almond Tart,Apple Tart,Gongolais Cookie,Apple Croissant,Apple Danish,Single Espresso,,
Blackberry Tart,Chocolate Tart,Cherry Tart,Raspberry Cookie,Lemon Cookie,Bottled Water,Single Espresso,
Lemon Cake,Lemon Tart,,,,,,
Truffle Cake,Berry Tart,Chocolate Croissant,,,,,
Pecan Tart,,,,,,,
Lemon Tart,Ganache Cookie,Apricot Croissant,Cheese Croissant,Apple Danish,Blueberry Danish,,
Chocolate Cake,Apple Tart,Gongolais Cookie,Cherry Soda,,,,
Strawberry Cake,Chocolate Meringue,Almond Bear Claw,Lemon Lemonade,,,,
Strawberry Cake,Napoleon Cake,Marzipan Cookie,,,,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Apple Pie,Lemon Cookie,Apricot Croissant,Cheese Croissant,Orange Juice,,,
Chocolate Cake,Apricot Tart,Ganache Cookie,Bottled Water,Chocolate Coffee,,,
Apple Tart,Apple Croissant,Apple Danish,,,,,
Blueberry Danish,Bottled Water,Chocolate Coffee,,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Blackberry Tart,Chocolate Tart,Apricot Danish,Blueberry Danish,Lemon Lemonade,Raspberry Lemonade,,
Blackberry Tart,,,,,,,
Apple Danish,Bottled Water,,,,,,
Truffle Cake,Cherry Tart,Pecan Tart,Apricot Danish,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Apple Pie,Tuile Cookie,,,,,,
Chocolate Cake,Lemon Cake,Chocolate Coffee,,,,,
Vanilla Eclair,Cherry Tart,Almond Bear Claw,Hot Coffee,,,,
Blueberry Tart,Marzipan Cookie,Tuile Cookie,Apple Danish,Raspberry Lemonade,,,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Opera Cake,Vanilla Eclair,Lemon Tart,Apple Croissant,,,,
Berry Tart,Green Tea,,,,,,
Truffle Cake,Berry Tart,Gongolais Cookie,Tuile Cookie,Chocolate Coffee,,,
Truffle Cake,Gongolais Cookie,Lemon Cookie,,,,,
Coffee Eclair,Gongolais Cookie,Tuile Cookie,,,,,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Apple Pie,Apple Tart,Walnut Cookie,Apple Danish,Bottled Water,,,
Chocolate Eclair,Coffee Eclair,Blackberry Tart,Single Espresso,,,,
Opera Cake,Almond Tart,Blackberry Tart,Lemon Tart,Apricot Croissant,Apple Danish,,
Almond Tart,Raspberry Cookie,Chocolate Meringue,Vanilla Meringue,Lemon Lemonade,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Lemon Cake,Vanilla Eclair,Blackberry Tart,,,,,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Coffee Eclair,Blackberry Tart,Blueberry Tart,Apricot Croissant,Almond Bear Claw,Cherry Soda,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Lemon Cookie,Chocolate Meringue,Walnut Cookie,Blueberry Danish,,,,
Berry Tart,Green Tea,Bottled Water,Hot Coffee,,,,
Truffle Cake,Gongolais Cookie,Apricot Danish,,,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Lemon Cake,Green Tea,,,,,,
Apple Tart,Apricot Tart,Berry Tart,Orange Juice,,,,
Lemon Cake,Casino Cake,Lemon Tart,,,,,
Apple Tart,Vanilla Meringue,Chocolate Croissant,Cherry Soda,,,,
Blackberry Tart,Tuile Cookie,Apricot Danish,,,,,
Coffee Eclair,Blackberry Tart,Marzipan Cookie,Walnut Cookie,Single Espresso,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Berry Tart,Bottled Water,,,,,,
Lemon Tart,Raspberry Lemonade,Orange Juice,,,,,
Marzipan Cookie,Tuile Cookie,,,,,,
Casino Cake,Vanilla Meringue,Cheese Croissant,Chocolate Coffee,Cherry Soda,,,
Strawberry Cake,Truffle Cake,Napoleon Cake,Gongolais Cookie,,,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Almond Tart,Blueberry Tart,Cheese Croissant,Orange Juice,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Opera Cake,Truffle Cake,Gongolais Cookie,Vanilla Meringue,Tuile Cookie,Single Espresso,,
Blueberry Tart,Apricot Croissant,,,,,,
Apple Pie,Vanilla Meringue,Chocolate Croissant,Almond Twist,Almond Bear Claw,,,
Coffee Eclair,Apple Tart,Tuile Cookie,Almond Bear Claw,,,,
Lemon Cake,Lemon Tart,Lemon Cookie,,,,,
Vanilla Frappuccino,,,,,,,
Lemon Cake,Pecan Tart,Cherry Soda,,,,,
Opera Cake,Cheese Croissant,Orange Juice,,,,,
Strawberry Cake,Napoleon Cake,Almond Croissant,Apricot Danish,,,,
Lemon Cake,Apricot Tart,Lemon Tart,Almond Croissant,,,,
Strawberry Cake,Napoleon Cake,,,,,,
Strawberry Cake,Apple Pie,Apricot Tart,Raspberry Lemonade,,,,
Chocolate Cake,Berry Tart,Bottled Water,Chocolate Coffee,,,,
Lemon Tart,Pecan Tart,Almond Croissant,,,,,
Cherry Tart,Apricot Danish,,,,,,
Blueberry Tart,Ganache Cookie,Marzipan Cookie,Walnut Cookie,Chocolate Croissant,Apple Danish,Green Tea,Cherry Soda
Tuile Cookie,Chocolate Croissant,,,,,,
Apple Tart,Chocolate Meringue,Apple Croissant,Apple Danish,,,,
Apple Pie,Berry Tart,Chocolate Tart,Lemon Tart,,,,
Strawberry Cake,Marzipan Cookie,Green Tea,Vanilla Frappuccino,,,,
Strawberry Cake,Tuile Cookie,Blueberry Danish,,,,,
Berry Tart,Cheese Croissant,Orange Juice,,,,,
Vanilla Eclair,Napoleon Cake,Apple Pie,Chocolate Meringue,Single Espresso,,,
Apple Tart,Berry Tart,Vanilla Meringue,Bottled Water,,,,
Truffle Cake,Chocolate Tart,Lemon Cookie,Apricot Croissant,,,,
Apricot Tart,Almond Twist,,,,,,
Chocolate Meringue,Vanilla Meringue,Marzipan Cookie,Tuile Cookie,,,,
Chocolate Cake,Opera Cake,Berry Tart,Ganache Cookie,,,,
Casino Cake,Opera Cake,Strawberry Cake,Orange Juice,,,,
Chocolate Cake,Blueberry Tart,Orange Juice,,,,,
Napoleon Cake,Blueberry Tart,Raspberry Cookie,Apple Danish,Raspberry Lemonade,,,
Almond Tart,Apple Tart,Pecan Tart,Chocolate Meringue,Apple Croissant,Apple Danish,,
Marzipan Cookie,Tuile Cookie,,,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Chocolate Cake,Strawberry Cake,Apricot Tart,Berry Tart,Tuile Cookie,Almond Croissant,,
Strawberry Cake,Napoleon Cake,,,,,,
Lemon Cake,Blueberry Danish,,,,,,
Blackberry Tart,Cheese Croissant,Almond Bear Claw,Orange Juice,,,,
Marzipan Cookie,Tuile Cookie,,,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Cherry Tart,Marzipan Cookie,Tuile Cookie,,,,,
Raspberry Cookie,Chocolate Meringue,Bottled Water,,,,,
Casino Cake,Chocolate Coffee,,,,,,
Casino Cake,Chocolate Tart,Cherry Tart,Chocolate Croissant,Almond Bear Claw,,,
Lemon Cake,Lemon Tart,,,,,,
Strawberry Cake,Coffee Eclair,Napoleon Cake,Blackberry Tart,Pecan Tart,Lemon Lemonade,Vanilla Frappuccino,
Marzipan Cookie,Tuile Cookie,Almond Twist,,,,,
Almond Tart,Cherry Tart,Gongolais Cookie,Lemon Cookie,,,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Coffee Eclair,Cheese Croissant,Almond Bear Claw,Blueberry Danish,Green Tea,,,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Strawberry Cake,Napoleon Cake,Apricot Croissant,,,,,
Chocolate Cake,Chocolate Coffee,,,,,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Apricot Tart,Pecan Tart,,,,,,
Casino Cake,Apple Tart,Raspberry Cookie,Walnut Cookie,Cheese Croissant,Orange Juice,Cherry Soda,
Strawberry Cake,Napoleon Cake,Cherry Soda,,,,,
Lemon Cake,Lemon Tart,,,,,,
Opera Cake,Almond Bear Claw,Lemon Lemonade,Hot Coffee,,,,
Truffle Cake,Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,
Chocolate Cake,Strawberry Cake,Tuile Cookie,Almond Bear Claw,,,,
Chocolate Cake,Berry Tart,Chocolate Croissant,Bottled Water,,,,
Coffee Eclair,Blackberry Tart,,,,,,
Opera Cake,Berry Tart,Pecan Tart,Chocolate Meringue,,,,
Almond Tart,Almond Croissant,Apricot Danish,,,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Coffee Eclair,Blackberry Tart,Walnut Cookie,Single Espresso,,,,
Apple Pie,Blackberry Tart,Lemon Tart,Raspberry Cookie,Cheese Croissant,Orange Juice,Bottled Water,Chocolate Coffee
Apricot Tart,Cheese Croissant,Orange Juice,,,,,
Strawberry Cake,Napoleon Cake,,,,,,
Chocolate Cake,Vanilla Meringue,Almond Croissant,,,,,
Blueberry Tart,,,,,,,
Berry Tart,,,,,,,
Strawberry Cake,Truffle Cake,Cheese Croissant,Green Tea,,,,
Coffee Eclair,Almond Tart,Apple Croissant,,,,,
Vanilla Meringue,Single Espresso,,,,,,
Strawberry Cake,Cherry Tart,Marzipan Cookie,Cheese Croissant,,,,
Almond Tart,Blueberry Tart,,,,,,
Opera Cake,Napoleon Cake,Apple Tart,Marzipan Cookie,,,,
Berry Tart,Bottled Water,Chocolate Coffee,,,,,
Gongolais Cookie,Almond Croissant,Apple Croissant,,,,,
Chocolate Cake,Chocolate Coffee,,,,,,
Apple Pie,Blueberry Tart,Vanilla Meringue,Marzipan Cookie,Tuile Cookie,Apple Croissant,,
Truffle Cake,Gongolais Cookie,,,,,,
Truffle Cake,Coffee Eclair,Chocolate Tart,Gongolais Cookie,Chocolate Croissant,Blueberry Danish,Lemon Lemonade,Hot Coffee
Lemon Cake,Lemon Tart,,,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
